"Bundesland / Messnetz";Stationscode;Stationsname;Stationsumgebung;"Art der Station";"Jahresmittelwert in µg/m³";"Zahl der Tageswerte über 50 µg/m3";"Zahl der Tageswerte über 50 µg/m3 nach Abzug Streusalz etc. *"
Rheinland-Pfalz;DERP013;Westpfalz-Waldmohr;"ländliches Gebiet";Hintergrund;12;2;-
Rheinland-Pfalz;DERP014;Hunsrück-Leisel;"ländliches Gebiet";Hintergrund;10;0;-
Rheinland-Pfalz;DERP015;"Westeifel Wascheid";"ländliches Gebiet";Hintergrund;11;1;-
Rheinland-Pfalz;DERP016;Westerwald-Herdorf;"ländliches Gebiet";Hintergrund;11;1;-
Rheinland-Pfalz;DERP017;Pfälzerwald-Hortenkopf;"ländliches Gebiet";Hintergrund;10;0;-
Rheinland-Pfalz;DERP019;Kaiserslautern-Rathausplatz;"städtisches Gebiet";Hintergrund;16;4;-
Rheinland-Pfalz;DERP021;Neuwied-Hafenstraße;"städtisches Gebiet";Hintergrund;20;8;-
Rheinland-Pfalz;DERP025;Wörth-Marktplatz;"städtisches Gebiet";Hintergrund;17;5;-
Rheinland-Pfalz;DERP060;Pirmasens-Innenstadt;"städtisches Gebiet";Hintergrund;15;3;-
Rheinland-Pfalz;DERP003;Ludwigshafen-Mundenheim;"städtisches Gebiet";Industrie;23;6;-
Rheinland-Pfalz;DERP010;Mainz-Parcusstraße;"städtisches Gebiet";Verkehr;24;9;-
Rheinland-Pfalz;DERP020;Trier-Ostallee;"städtisches Gebiet";Verkehr;18;6;-
Rheinland-Pfalz;DERP023;Worms-Hagenstraße;"städtisches Gebiet";Verkehr;22;6;-
Rheinland-Pfalz;DERP041;Ludwigshafen-Heinigstraße;"städtisches Gebiet";Verkehr;23;7;-
Rheinland-Pfalz;DERP045;"Koblenz-Hohenfelder Straße";"städtisches Gebiet";Verkehr;19;8;-
Rheinland-Pfalz;DERP046;Neuwied-Hermannstraße;"städtisches Gebiet";Verkehr;22;9;-
Saarland;DESL010;Saarbrücken-Burbach;"städtisches Gebiet";Hintergrund;15;3;-
Saarland;DESL012;Saarbrücken-City;"städtisches Gebiet";Hintergrund;16;3;-
Saarland;DESL013;Saarlouis-Fraulautern;"vorstädtisches Gebiet";Hintergrund;18;3;-
Saarland;DESL017;"Völklingen-City Stadionstr.";"städtisches Gebiet";Hintergrund;16;2;-
Saarland;DESL019;Biringen;"ländlich regional";Hintergrund;13;0;-
Saarland;DESL003;"Dillingen City";"städtisches Gebiet";Industrie;17;3;-
Saarland;DESL020;Saarbrücken-Verkehr;"städtisches Gebiet";Verkehr;20;5;-
Sachsen;DESN001;Annaberg-Buchholz;"städtisches Gebiet";Hintergrund;17;6;-
Sachsen;DESN004;Bautzen;"städtisches Gebiet";Hintergrund;19;10;-
Sachsen;DESN017;Freiberg;"städtisches Gebiet";Hintergrund;18;6;-
Sachsen;DESN019;Glauchau;"städtisches Gebiet";Hintergrund;19;8;-
Sachsen;DESN024;Klingenthal;"städtisches Gebiet";Hintergrund;14;4;-
Sachsen;DESN045;Zittau-Ost;"vorstädtisches Gebiet";Hintergrund;22;13;-
Sachsen;DESN049;Carlsfeld;"ländlich abgelegen";Hintergrund;13;0;-
Sachsen;DESN051;Radebeul-Wahnsdorf;"ländlich stadtnah";Hintergrund;18;7;-
Sachsen;DESN059;Leipzig-West;"vorstädtisches Gebiet";Hintergrund;18;4;-
Sachsen;DESN074;Schwartenberg;"ländlich regional";Hintergrund;13;4;-
Sachsen;DESN076;Collmberg;"ländlich abgelegen";Hintergrund;16;6;-
Sachsen;DESN079;Niesky;"ländlich regional";Hintergrund;17;9;-
Sachsen;DESN092;Dresden-Winckelmannstr.;"städtisches Gebiet";Hintergrund;18;7;-
Sachsen;DESN093;Brockau;"ländlich regional";Hintergrund;16;5;-
Sachsen;DESN104;"Chemnitz Hans-Link-Straße";"städtisches Gebiet";Hintergrund;15;2;-
Sachsen;DESN006;Borna;"städtisches Gebiet";Verkehr;19;5;-
Sachsen;DESN020;Görlitz;"städtisches Gebiet";Verkehr;22;13;-
Sachsen;DESN025;Leipzig-Mitte;"städtisches Gebiet";Verkehr;25;12;-
Sachsen;DESN061;Dresden-Nord;"städtisches Gebiet";Verkehr;22;8;-
Sachsen;DESN075;Plauen-Süd;"städtisches Gebiet";Verkehr;19;9;-
Sachsen;DESN077;"Leipzig Lützner Str.";"städtisches Gebiet";Verkehr;28;23;-
Sachsen;DESN083;"Chemnitz-Leipziger Str.";"städtisches Gebiet";Verkehr;21;10;-
Sachsen;DESN084;Dresden-Bergstr.;"städtisches Gebiet";Verkehr;23;12;-
Sachsen;DESN091;"Zwickau-Werdauer Str.";"städtisches Gebiet";Verkehr;20;6;-
Sachsen-Anhalt;DEST002;Burg;"vorstädtisches Gebiet";Hintergrund;17;1;-
Sachsen-Anhalt;DEST011;Wernigerode/Bahnhof;"städtisches Gebiet";Hintergrund;17;3;-
Sachsen-Anhalt;DEST028;Zeitz;"städtisches Gebiet";Hintergrund;19;6;-
Sachsen-Anhalt;DEST029;Bernburg;"vorstädtisches Gebiet";Hintergrund;19;7;-
Sachsen-Anhalt;DEST044;Halberstadt;"städtisches Gebiet";Hintergrund;17;5;-
Sachsen-Anhalt;DEST050;Halle/Nord;"städtisches Gebiet";Hintergrund;21;13;-
Sachsen-Anhalt;DEST066;Wittenberg/Bahnstrasse;"städtisches Gebiet";Hintergrund;19;5;-
Sachsen-Anhalt;DEST077;Magdeburg/West;"städtisches Gebiet";Hintergrund;19;4;-
Sachsen-Anhalt;DEST089;Zartau/Waldstation;"ländlich regional";Hintergrund;14;1;-
Sachsen-Anhalt;DEST098;"Unterharz / Friedrichsbrunn";"ländlich regional";Hintergrund;13;1;-
Sachsen-Anhalt;DEST104;"Domäne Bobbe";"ländliches Gebiet";Hintergrund;19;8;-
Sachsen-Anhalt;DEST105;"Stendal Stadtsee";"städtisches Gebiet";Hintergrund;16;1;-
Sachsen-Anhalt;DEST106;"Goldene Aue (Roßla)";"ländliches Gebiet";Hintergrund;16;4;-
Sachsen-Anhalt;DEST015;Bitterfeld/Wolfen;"vorstädtisches Gebiet";Industrie;19;6;-
Sachsen-Anhalt;DEST090;Leuna;"vorstädtisches Gebiet";Industrie;18;5;-
Sachsen-Anhalt;DEST075;"Halle/Merseburger Strasse";"städtisches Gebiet";Verkehr;25;22;-
Sachsen-Anhalt;DEST091;"Dessau Albrechtsplatz";"städtisches Gebiet";Verkehr;19;7;-
Sachsen-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"städtisches Gebiet";Verkehr;22;8;-
Sachsen-Anhalt;DEST095;Aschersleben;"städtisches Gebiet";Verkehr;23;12;-
Sachsen-Anhalt;DEST101;Halberstadt/Friedenstrasse;"städtisches Gebiet";Verkehr;24;12;-
Sachsen-Anhalt;DEST102;Halle/Paracelsusstr.;"städtisches Gebiet";Verkehr;27;21;-
Sachsen-Anhalt;DEST103;"Magdeburg Schleinufer";"städtisches Gebiet";Verkehr;23;8;-
Sachsen-Anhalt;DEST112;Magdeburg/Guericke-Stra.;"städtisches Gebiet";Verkehr;24;8;-
Schleswig-Holstein;DESH008;Bornhöved;"ländlich regional";Hintergrund;16;2;-
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"städtisches Gebiet";Hintergrund;16;4;-
Schleswig-Holstein;DESH035;"Brunsbüttel-Cuxhavener Straße";"städtisches Gebiet";Hintergrund;20;8;-
Schleswig-Holstein;DESH056;Eggebek;"ländlich regional";Hintergrund;18;4;-
Schleswig-Holstein;DESH057;Kiel-Bremerskamp;"städtisches Gebiet";Hintergrund;15;4;-
Schleswig-Holstein;DESH058;Lauenburg-Murjahnstraße;"städtisches Gebiet";Hintergrund;18;6;-
Schleswig-Holstein;DESH022;Flensburg;"städtisches Gebiet";Verkehr;20;9;-
Schleswig-Holstein;DESH027;"Kiel-Bahnhofstr. Verk.";"städtisches Gebiet";Verkehr;22;10;-
Schleswig-Holstein;DESH053;"Lübeck Moislinger Allee";"städtisches Gebiet";Verkehr;18;5;-
Thüringen;DETH005;Saalfeld;"städtisches Gebiet";Hintergrund;18;5;-
Thüringen;DETH009;"Gera Friedericistr.";"städtisches Gebiet";Hintergrund;20;12;-
Thüringen;DETH011;"Altenburg Theaterplatz";"städtisches Gebiet";Hintergrund;18;4;-
Thüringen;DETH013;"Eisenach Werneburgstr.";"städtisches Gebiet";Hintergrund;17;6;-
Thüringen;DETH018;Nordhausen;"städtisches Gebiet";Hintergrund;17;4;-
Thüringen;DETH020;"Erfurt Krämpferstr.";"städtisches Gebiet";Hintergrund;19;7;-
Thüringen;DETH026;Dreißigacker;"ländlich regional";Hintergrund;12;1;-
Thüringen;DETH027;Neuhaus;"ländlich abgelegen";Hintergrund;11;0;-
Thüringen;DETH036;"Greiz Mollbergstr.";"städtisches Gebiet";Hintergrund;18;7;-
Thüringen;DETH041;"Jena Dammstr.";"städtisches Gebiet";Hintergrund;18;5;-
Thüringen;DETH042;Possen;"ländlich abgelegen";Hintergrund;13;2;-
Thüringen;DETH061;Hummelshain;"ländlich abgelegen";Hintergrund;13;4;-
Thüringen;DETH093;"Weimar Schwanseestr.";"städtisches Gebiet";Hintergrund;18;6;-
Thüringen;DETH095;"Mühlhausen Bastmarkt";"städtisches Gebiet";Hintergrund;17;5;-
Thüringen;DETH117;"Erfurt Bautzener Weg";"vorstädtisches Gebiet";Hintergrund;16;4;-
Thüringen;DETH043;"Erfurt Bergstr.";"städtisches Gebiet";Verkehr;21;7;-
Thüringen;DETH072;"Suhl F.-König-Str";"städtisches Gebiet";Verkehr;15;2;-
Thüringen;DETH083;"Weimar Steubenstr.";"städtisches Gebiet";Verkehr;20;7;-
Thüringen;DETH091;"Mühlhausen Wanfrieder Str";"städtisches Gebiet";Verkehr;24;12;-
UBA;DEUB001;Westerland;"ländliches Gebiet";Hintergrund;15;3;-
UBA;DEUB004;Schauinsland;"ländlich regional";Hintergrund;9;0;-
UBA;DEUB005;Waldhof;"ländliches Gebiet";Hintergrund;15;2;-
UBA;DEUB028;Zingst;"ländliches Gebiet";Hintergrund;13;3;-
UBA;DEUB029;Schmücke;"ländliches Gebiet";Hintergrund;12;1;-
UBA;DEUB030;Neuglobsow;"ländlich regional";Hintergrund;13;2;-

"* Nach § 20 bzw. § 21 der Richtlinie 2008/50/EG können Überschreitungen des PM₁₀-Tagesmittelgrenzwertes aufgrund von natürlichen Quellen bzw. Streusand oder -salz im Winterdienst abgezogen werden."

"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/jahresbilanzen (Stand: 27.08.2019). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben."
